actual_label,risk_probability,risk_score_0_100,predicted_label
0,0.009778905445447947,0.98,0
0,0.00189246167581689,0.19,0
0,0.009113406470658388,0.91,0
0,0.003357551123322738,0.34,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.06505423224475033,6.51,1
0,0.007329191068146249,0.73,0
0,0.004021096418434895,0.4,0
0,0.008788819274128607,0.88,0
0,0.0036905327823844483,0.37,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.0002162245893059742,0.02,0
0,0.004113019789629475,0.41,0
0,0.008237619761739347,0.82,0
0,0.008237619761739347,0.82,0
0,0.006973608334767229,0.7,0
0,0.008788819274128607,0.88,0
0,0.0047237563388985125,0.47,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.004033837444286906,0.4,0
0,0.0014595397670285537,0.15,0
0,0.008267429940381094,0.83,0
0,0.008788819274128607,0.88,0
0,0.0009939551555652665,0.1,0
0,0.008267429940381094,0.83,0
0,0.047452298971258126,4.75,1
0,0.008788819274128607,0.88,0
0,0.00487017984770619,0.49,0
0,0.0010477231776196575,0.1,0
0,0.0007319186432400246,0.07,0
0,0.008777807485509936,0.88,0
0,0.008788819274128607,0.88,0
0,0.003687442732067278,0.37,0
0,0.0007523047286479503,0.08,0
0,0.0017539729879746844,0.18,0
0,0.0009181777239748668,0.09,0
0,0.0011908659248578354,0.12,0
0,0.0009388936948414818,0.09,0
0,0.0005332666496459729,0.05,0
0,0.008788819274128607,0.88,0
0,0.0002075802550738067,0.02,0
0,0.0017759533836767137,0.18,0
0,0.0006469186863263954,0.06,0
0,0.0005165344384748903,0.05,0
0,0.0009079416308664816,0.09,0
0,0.008788819274128607,0.88,0
0,0.0005535059836486576,0.06,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0007047882824695462,0.07,0
0,0.0039385406582058075,0.39,0
0,0.0026641966734199116,0.27,0
0,0.0031550359522477846,0.32,0
0,0.008356718041798335,0.84,0
0,0.008212503896464008,0.82,0
0,0.008237619761739347,0.82,0
0,0.008237619761739347,0.82,0
0,0.008212503896464008,0.82,0
0,0.004825052999486036,0.48,0
0,0.0009292780866278898,0.09,0
0,0.003992919317777539,0.4,0
0,0.009778905445447947,0.98,0
0,0.008212503896464008,0.82,0
0,0.009778905445447947,0.98,0
0,0.0005890627289447167,0.06,0
0,0.008267429940381094,0.83,0
0,0.00046803675272538746,0.05,0
0,0.009778905445447947,0.98,0
0,0.005674236036323421,0.57,0
0,0.008788819274128607,0.88,0
0,0.0007794584459323613,0.08,0
0,0.0006668616866802429,0.07,0
0,0.000738465482925659,0.07,0
0,0.008212503896464008,0.82,0
0,0.00043623690137540943,0.04,0
0,0.00039125451279219516,0.04,0
0,0.0029026820554862334,0.29,0
0,0.0002788483454449922,0.03,0
0,0.0010996115531656649,0.11,0
0,0.008788819274128607,0.88,0
0,0.0006308580323644842,0.06,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0049340466892515015,0.49,0
0,0.005354134223376498,0.54,0
0,0.0049344571277259745,0.49,0
0,0.009778905445447947,0.98,0
0,0.0035897618025539845,0.36,0
0,0.003687442732067278,0.37,0
0,0.008788819274128607,0.88,0
0,0.0060240664558211835,0.6,0
0,0.002965104494990793,0.3,0
0,0.008788819274128607,0.88,0
0,0.001237553850232704,0.12,0
0,0.00560931400163398,0.56,0
0,0.0011370786845510488,0.11,0
0,0.002564939502385342,0.26,0
0,0.006674523386471547,0.67,0
0,0.008212503896464008,0.82,0
0,0.0004906976467949109,0.05,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.03187312018148367,3.19,1
0,0.00029186201430079866,0.03,0
0,0.009778905445447947,0.98,0
0,0.0022529006847439434,0.23,0
0,0.0004552496147679463,0.05,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0005526274614062313,0.06,0
0,0.000518543189566598,0.05,0
0,0.008788819274128607,0.88,0
0,0.002881583488980601,0.29,0
0,0.008788819274128607,0.88,0
0,0.0015288140632490337,0.15,0
0,0.002512289608371967,0.25,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.000405315878623458,0.04,0
0,0.0010864924101518711,0.11,0
0,0.0046340441986137265,0.46,0
0,0.0008447904843886302,0.08,0
0,0.000424782206428388,0.04,0
0,0.004251329028180136,0.43,0
0,0.0005292757932711827,0.05,0
0,0.008237619761739347,0.82,0
0,0.0032390038158934984,0.32,0
0,0.008237619761739347,0.82,0
0,0.006697850138189619,0.67,0
0,0.008237619761739347,0.82,0
0,0.005235810451464692,0.52,0
0,0.0010118284360926223,0.1,0
0,0.0025031983980564583,0.25,0
0,0.008788819274128607,0.88,0
0,0.0047641981110815605,0.48,0
0,0.008237619761739347,0.82,0
0,0.0006938255221622763,0.07,0
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.002002858603780724,0.2,0
0,0.0005006670367121524,0.05,0
0,0.008788819274128607,0.88,0
0,0.0005137138192437782,0.05,0
0,0.008788819274128607,0.88,0
0,0.004639649579972988,0.46,0
0,0.008237619761739347,0.82,0
0,0.0024370831386271957,0.24,0
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.009778905445447947,0.98,0
0,0.00017035813485809646,0.02,0
0,0.0010847868960314616,0.11,0
0,0.001349549521687167,0.13,0
0,0.004544997473395618,0.45,0
0,0.009778905445447947,0.98,0
0,0.0024225176622482045,0.24,0
0,0.001235089196860877,0.12,0
0,0.023267841251979022,2.33,1
0,0.005402722734088445,0.54,0
0,0.003048727547516279,0.3,0
0,0.00013467780469806804,0.01,0
0,0.008237619761739347,0.82,0
0,0.0037994461069335403,0.38,0
0,0.008267429940381094,0.83,0
0,0.00020367770170316615,0.02,0
0,0.008788819274128607,0.88,0
0,0.00040497395549650444,0.04,0
0,0.003925232132704482,0.39,0
0,0.0017989683077116543,0.18,0
0,0.005706522594034677,0.57,0
0,0.008788819274128607,0.88,0
0,0.0005667120250038817,0.06,0
0,0.003569149776839355,0.36,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.004546853229904986,0.45,0
0,0.0005176612735388093,0.05,0
0,0.027202307946546073,2.72,1
0,0.0006061778091184955,0.06,0
0,0.0009445992915836153,0.09,0
0,0.00614876663910919,0.61,0
0,0.008788819274128607,0.88,0
0,0.004025123441949673,0.4,0
0,0.0008262889384682117,0.08,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.03375294997925704,3.38,1
0,0.00035279294197631877,0.04,0
0,0.00047562279797813543,0.05,0
0,0.008788819274128607,0.88,0
0,0.007025233623368403,0.7,0
0,0.0029257323106411546,0.29,0
0,0.009778905445447947,0.98,0
0,0.005505087753935745,0.55,0
0,0.004156010193621904,0.42,0
0,0.008212503896464008,0.82,0
0,0.0047915788920096375,0.48,0
0,0.008212503896464008,0.82,0
0,0.004652333333580516,0.47,0
0,0.008237619761739347,0.82,0
0,0.008212503896464008,0.82,0
0,0.008212503896464008,0.82,0
0,0.0027407502418381195,0.27,0
0,0.009778905445447947,0.98,0
0,0.00015366613218196725,0.02,0
0,0.0015950695709557195,0.16,0
0,0.008788819274128607,0.88,0
0,0.0007872206993690448,0.08,0
0,0.004153289411418509,0.42,0
0,0.0023112399682110926,0.23,0
0,0.008788819274128607,0.88,0
0,0.0004519243706327894,0.05,0
0,0.017888570548985506,1.79,1
0,0.009778905445447947,0.98,0
0,0.000453554374452757,0.05,0
0,0.0008184574918278625,0.08,0
0,0.008788819274128607,0.88,0
0,0.06249995126306413,6.25,1
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.0026508194338473495,0.27,0
0,0.008267429940381094,0.83,0
0,0.0009664925545944333,0.1,0
0,0.0006823699008751515,0.07,0
0,0.000308107469855911,0.03,0
0,0.0053203650761706085,0.53,0
0,0.008267429940381094,0.83,0
0,0.00016549564146283469,0.02,0
0,0.00013243310770078123,0.01,0
0,0.0038207990718659044,0.38,0
0,0.0027967590048450755,0.28,0
0,0.003557516900187045,0.36,0
0,0.004330086675834909,0.43,0
0,0.003018183462387428,0.3,0
0,0.008237619761739347,0.82,0
0,0.0007362664871990705,0.07,0
0,0.008788819274128607,0.88,0
0,0.0008889083817696591,0.09,0
0,0.0016799539499596596,0.17,0
0,0.00024124361144381039,0.02,0
0,0.011440390354293558,1.14,1
0,0.00011179020368361102,0.01,0
0,0.0007490968418266035,0.07,0
0,0.0006914529807206968,0.07,0
0,0.00533505807793613,0.53,0
0,0.008788819274128607,0.88,0
0,0.0003725035831151018,0.04,0
0,0.002604935493813728,0.26,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.08310695092662188,8.31,1
0,0.008788819274128607,0.88,0
0,0.0007939011167197655,0.08,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.001305627790710685,0.13,0
0,0.022531397682962286,2.25,1
0,0.008788819274128607,0.88,0
0,0.0015043955429509246,0.15,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.003219577819434328,0.32,0
0,0.06390320506609456,6.39,1
0,0.0009027751696250101,0.09,0
0,0.0009252942020480424,0.09,0
0,0.004716312000846707,0.47,0
0,0.0037023695372468907,0.37,0
0,0.07930118589561556,7.93,1
0,0.002861212726915437,0.29,0
0,0.009778905445447947,0.98,0
0,0.002716151406617978,0.27,0
0,0.009152884314930996,0.92,0
0,0.004502527267378478,0.45,0
0,0.0030327553910447095,0.3,0
0,0.009778905445447947,0.98,0
0,0.005808571659090547,0.58,0
0,0.009778905445447947,0.98,0
0,0.011829332585687297,1.18,1
0,0.006948979984107541,0.69,0
0,0.008212503896464008,0.82,0
0,0.004090103514731503,0.41,0
0,0.000690280276779827,0.07,0
0,0.0008672688452513856,0.09,0
0,0.008788819274128607,0.88,0
0,0.003101242293312612,0.31,0
0,0.0021608442113326544,0.22,0
0,0.008212503896464008,0.82,0
0,0.0003857356785318338,0.04,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0021611980793831385,0.22,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.003511076477330282,0.35,0
0,0.008788819274128607,0.88,0
0,0.0013519958503762327,0.14,0
0,0.0010163057948911775,0.1,0
0,0.008267429940381094,0.83,0
0,0.008788819274128607,0.88,0
0,0.0018389108886379681,0.18,0
0,0.014134433145749118,1.41,1
0,0.0009113583531188804,0.09,0
0,0.00016430181770643118,0.02,0
0,0.009778905445447947,0.98,0
0,0.006123496739189058,0.61,0
0,0.009778905445447947,0.98,0
0,0.011058306269156024,1.11,1
0,0.0006998609905492502,0.07,0
0,0.0029316485702117166,0.29,0
0,0.00044733947668715334,0.04,0
0,0.008788819274128607,0.88,0
0,0.004546796018201666,0.45,0
0,0.005444821969564435,0.54,0
0,0.0006659202778660336,0.07,0
0,0.0008042406448421797,0.08,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.001185959286776713,0.12,0
0,0.008788819274128607,0.88,0
0,0.03244888151290592,3.24,1
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.004590885405485074,0.46,0
0,0.008212503896464008,0.82,0
0,0.0002812029075701515,0.03,0
0,0.008788819274128607,0.88,0
0,0.00955577054093892,0.96,0
0,0.0007442063224640612,0.07,0
0,0.008267429940381094,0.83,0
0,0.003125730756349158,0.31,0
0,0.0002512372063150945,0.03,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.003529591204087008,0.35,0
0,0.010951678575112754,1.1,1
0,0.0014646000219025357,0.15,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.0022810239336686472,0.23,0
0,0.007097277915725699,0.71,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.008353386667501052,0.84,0
0,0.0007630390731214788,0.08,0
0,0.0012278339786574732,0.12,0
0,0.0005141834697484653,0.05,0
0,0.008788819274128607,0.88,0
0,0.0002471019772860624,0.02,0
0,0.009778905445447947,0.98,0
0,0.008108350394027554,0.81,0
0,0.006338624188560687,0.63,0
0,0.009778905445447947,0.98,0
0,0.005400945468126113,0.54,0
0,0.004109556487063292,0.41,0
0,0.009778905445447947,0.98,0
0,0.0004077903633040106,0.04,0
0,0.008237619761739347,0.82,0
0,0.008788819274128607,0.88,0
0,0.0012851991402665604,0.13,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0009024291376351835,0.09,0
0,0.009778905445447947,0.98,0
0,0.1084619477353998,10.85,1
0,0.004621393843595957,0.46,0
0,0.0037921774730927593,0.38,0
0,0.009778905445447947,0.98,0
0,0.002873787710819959,0.29,0
0,0.008788819274128607,0.88,0
0,0.008202618831308872,0.82,0
0,0.0008774136117686941,0.09,0
0,0.004706213247828022,0.47,0
0,0.0004484981071229923,0.04,0
0,0.0007894629370759809,0.08,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.000404357767789704,0.04,0
0,0.0012196109843541397,0.12,0
0,0.0005525167516501538,0.06,0
0,0.0034991531780296957,0.35,0
0,0.00011543578252904136,0.01,0
0,0.008212503896464008,0.82,0
0,0.0032386910522793893,0.32,0
0,0.008788819274128607,0.88,0
0,0.0007602717348034954,0.08,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0005479311391803578,0.05,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.0063325321527674516,0.63,0
0,0.009778905445447947,0.98,0
0,0.002796594827231212,0.28,0
0,0.008788819274128607,0.88,0
0,0.002368303352021165,0.24,0
0,0.0008711864699145297,0.09,0
0,0.008267429940381094,0.83,0
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.009778905445447947,0.98,0
0,0.0039635937718075585,0.4,0
0,0.0029088367919359163,0.29,0
0,0.008788819274128607,0.88,0
0,0.007315644781278685,0.73,0
0,0.0001795410921733786,0.02,0
0,0.00017498212959254217,0.02,0
0,0.004183313974556677,0.42,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.025384766456795077,2.54,1
0,0.0005053828678450771,0.05,0
0,0.0010310018584018747,0.1,0
0,0.008237619761739347,0.82,0
0,0.003201633647524379,0.32,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008237619761739347,0.82,0
0,0.0008747336676534822,0.09,0
0,0.0032386910522793893,0.32,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.00029181904965523535,0.03,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008484037285917673,0.85,0
0,0.00021007208649663587,0.02,0
0,0.008456066714488192,0.85,0
0,0.008237619761739347,0.82,0
0,0.0013665535325841389,0.14,0
0,0.000556934179531616,0.06,0
0,0.0041026111549217845,0.41,0
0,0.003797493043561479,0.38,0
0,0.0005866771093298458,0.06,0
0,0.0030417357667140614,0.3,0
0,0.0014161924652674623,0.14,0
0,0.00011763576191369866,0.01,0
0,0.0006128109264747208,0.06,0
0,0.003501640593107832,0.35,0
0,0.001875968199453004,0.19,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.00784686682658788,0.78,0
0,0.008212503896464008,0.82,0
0,0.0002527980240386131,0.03,0
0,0.024299902880379674,2.43,1
0,0.008788819274128607,0.88,0
0,0.01643028728825163,1.64,1
0,0.00019043741614696973,0.02,0
0,0.0042474501842543165,0.42,0
0,0.009778905445447947,0.98,0
0,0.0016731102557669493,0.17,0
0,0.003251054763447302,0.33,0
0,0.0009818692215969383,0.1,0
0,0.008788819274128607,0.88,0
0,0.001278126318961847,0.13,0
0,0.0001844514921543594,0.02,0
0,0.0005649380923856765,0.06,0
0,0.012587213276994512,1.26,1
0,0.001327592503734899,0.13,0
0,0.0026352374248910892,0.26,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.008212503896464008,0.82,0
0,0.007073514439305736,0.71,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.0026796625836173742,0.27,0
0,0.0032927492709492225,0.33,0
0,0.0014111788570476437,0.14,0
0,0.0003284437055969416,0.03,0
0,0.008212503896464008,0.82,0
0,0.005074800681443322,0.51,0
0,0.002024656693737295,0.2,0
0,0.005518086173542072,0.55,0
0,0.002218257660727549,0.22,0
0,0.0003454705900223714,0.03,0
0,0.00469109466850468,0.47,0
0,0.0004941428892683225,0.05,0
0,0.00022638815489383498,0.02,0
0,0.0035390432991741464,0.35,0
0,0.008788819274128607,0.88,0
0,0.0028793623212542475,0.29,0
0,0.008212503896464008,0.82,0
0,0.008788819274128607,0.88,0
0,0.0011297788009081728,0.11,0
0,0.004063838074863138,0.41,0
0,0.004120733525881933,0.41,0
0,0.0031657006666622,0.32,0
0,0.008212503896464008,0.82,0
0,0.008212503896464008,0.82,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.002894612477845012,0.29,0
0,0.008788819274128607,0.88,0
0,0.0006745614980826047,0.07,0
0,0.0028213604028335467,0.28,0
0,0.008788819274128607,0.88,0
0,0.0008623855315785732,0.09,0
0,0.0009738760999995649,0.1,0
0,0.0051615191639620165,0.52,0
0,0.001191200181382345,0.12,0
0,0.003052769039583519,0.31,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0242992771536716,2.43,1
0,0.009778905445447947,0.98,0
0,0.0012150986637278975,0.12,0
0,0.003226500098751991,0.32,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.004234648067020534,0.42,0
0,0.008788819274128607,0.88,0
0,0.0003321413493248538,0.03,0
0,0.008212503896464008,0.82,0
0,0.003662539277964858,0.37,0
0,0.008788819274128607,0.88,0
0,0.0002048962450585108,0.02,0
0,0.01946274092851257,1.95,1
0,0.001960681493441075,0.2,0
0,0.008788819274128607,0.88,0
0,0.020220437941782354,2.02,1
0,0.0008406456356916801,0.08,0
0,0.008212503896464008,0.82,0
0,0.008267429940381094,0.83,0
0,0.008237619761739347,0.82,0
0,0.0006695471901554962,0.07,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.008212503896464008,0.82,0
0,0.00014581513604161714,0.01,0
0,0.003360615905881337,0.34,0
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.001895895944494637,0.19,0
0,0.002799701865596495,0.28,0
0,0.0005629965670982792,0.06,0
0,0.0064434007400954755,0.64,0
0,0.009778905445447947,0.98,0
0,0.005499889004027682,0.55,0
0,0.008237619761739347,0.82,0
0,0.008788819274128607,0.88,0
0,0.009815823800916643,0.98,0
0,0.0008401050662272828,0.08,0
0,0.009678852808331886,0.97,0
0,0.008212503896464008,0.82,0
0,0.014412305439696982,1.44,1
0,0.008788819274128607,0.88,0
0,0.008788819274128607,0.88,0
0,0.0012877594125578777,0.13,0
0,0.005976700363563359,0.6,0
0,0.008788819274128607,0.88,0
0,0.008212503896464008,0.82,0
0,0.008788819274128607,0.88,0
0,0.004502527267378478,0.45,0
0,0.008495969530824514,0.85,0
0,0.0044940105185787265,0.45,0
0,0.009778905445447947,0.98,0
0,0.009778905445447947,0.98,0
0,0.0006768936399617136,0.07,0
0,0.009778905445447947,0.98,0
0,0.0011600562088022604,0.12,0
0,0.0017237082248723952,0.17,0
0,0.005919942838903599,0.59,0
0,0.010420847902197987,1.04,1
0,0.008908120981854768,0.89,0
0,0.009778905445447947,0.98,0
0,0.008788819274128607,0.88,0
0,0.006863309861796033,0.69,0
0,0.002503955689141486,0.25,0
0,0.009778905445447947,0.98,0
0,0.009778905445447947,0.98,0
0,0.009778905445447947,0.98,0
0,0.008237619761739347,0.82,0
0,0.008788819274128607,0.88,0
0,0.006246503831275723,0.62,0
0,0.009778905445447947,0.98,0
0,0.006079407807285551,0.61,0
0,0.009778905445447947,0.98,0
0,0.008212503896464008,0.82,0
0,0.008267429940381094,0.83,0
0,0.0005976256014920036,0.06,0
0,0.009778905445447947,0.98,0
0,0.0007631872992425974,0.08,0
0,0.0007151672566195843,0.07,0
0,0.008788819274128607,0.88,0
0,0.009778905445447947,0.98,0
0,0.0007683088751839531,0.08,0
0,0.00777241480574774,0.78,0
0,0.008788819274128607,0.88,0
0,0.004220461852610861,0.42,0
